grad,gpa,app,res
"武汉大学","3.23","利兹大学
University of Leeds","申请成功"
"湖南师范大学","79.99","曼彻斯特大学
The University of Manchester","申请成功"
"北京市海淀区教师进修学校附属实验学校","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请成功"
"布拉德福德大学","2.1","卡迪夫大学
Cardiff University","申请成功"
"北京林业大学","87.05","金斯顿大学
Kingston University","申请成功"
"中国药科大学","82","格拉斯哥大学
University of Glasgow","申请成功"
"普利茅斯大学","申请时无均分成绩","谢菲尔德大学
The University of Sheffield","申请成功"
"普利茅斯大学","申请时无均分成绩","拉夫堡大学
Loughborough University","申请成功"
"金陵科技学院","79","拉夫堡大学
Loughborough University","申请失败"
"","3.2","阿斯顿大学
Aston University","申请成功"
"广西艺术学院","79.43","曼彻斯特大学
The University of Manchester","申请失败"
"河南财经政法大学","申请时无均分成绩","埃克塞特大学
University of Exeter","申请成功"
"武汉音乐学院","3.59","埃克塞特大学
University of Exeter","申请成功"
"东北大学秦皇岛分校","79","曼彻斯特大学
The University of Manchester","申请失败"
"City University London","70.64","桑德兰大学
The University of Sunderland","申请失败"
"郑州大学","申请时无GPA成绩","埃克塞特大学
University of Exeter","申请成功"
"广东外语外贸大学","3.04","威斯敏斯特大学
University of Westminster","申请成功"
"谢菲尔德哈勒姆大学","申请时无海外学生成绩","雷丁大学
University of Reading","申请失败"
"利物浦大学","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请成功"
"中南林业科技大学","85.2","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请成功"
"深圳大学","3.43","伦敦大学国王学院
King’s College London","申请失败"
"四川农业大学","3.33","曼彻斯特大学
The University of Manchester","申请成功"
"中山大学","3.7","曼彻斯特大学
The University of Manchester","申请成功"
"ROYAL HOLLOWAY UNIVERSITY OF LONDON","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"","90","澳津学院
Ozford College","申请成功"
"南京晓庄学院","80.61","贝尔法斯特女王大学
Queen＇s University Belfast","申请成功"
"University College Dublin","3.02","昆士兰大学
The University of Queensland","申请成功"
"天津师范大学","85.23","卡迪夫大学
Cardiff University","申请成功"
"朴次茅斯大学","申请时无合办项目成绩","埃克塞特大学
University of Exeter","申请成功"
"朴次茅斯大学","申请时无合办项目成绩","拉夫堡大学
Loughborough University","申请失败"
"九江学院","80.29","曼彻斯特大学
The University of Manchester","申请成功"
"北京市私立汇佳学校","3","墨尔本皇家理工大学
RMIT University","申请失败"
"德蒙福特大学","申请时无均分成绩","利物浦大学
University of Liverpool","申请成功"
"考文垂大学","2.2","拉夫堡大学
Loughborough University","申请成功"
"湖南科技大学","3.39","利兹大学
University of Leeds","申请失败"
"加利福尼亚大学尔湾分校","3.65","爱丁堡大学
The University of Edinburgh","申请失败"
"","78","昆士兰科技大学
Queensland University of Technology","申请成功"
"广东金融学院","3.4","兰卡斯特大学
Lancaster University","申请失败"
"China University of Geosciences (Wuhan)","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"吉林财经大学","92.52","雷丁大学
University of Reading","申请成功"
"新疆大学","83.02","伦敦大学国王学院
King’s College London","申请失败"
"广州市第二中学","94.2","墨尔本皇家理工大学
RMIT University","申请成功"
"西安财经学院行知学院","80","纽卡斯尔大学
Newcastle University","申请成功"
"三峡大学","80","曼彻斯特大学
The University of Manchester","申请失败"
"朴次茅斯大学","申请时无合办项目成绩","利物浦大学
University of Liverpool","申请成功"
"暨南大学","3.12","利兹大学
University of Leeds","申请成功"
"吉林财经大学","82.47","查尔斯达尔文大学
Charles Darwin University","申请成功"
"北京林业大学","85.87","布里斯托大学
University of Bristol","申请成功"
"华东交通大学","89.83","爱丁堡大学
The University of Edinburgh","申请成功"
"天津外国语大学","74.78","斯旺西大学
Swansea University","申请成功"
"暨南大学","84.21","杜伦大学
Durham University","申请失败"
"深圳大学","3.51","伦敦大学国王学院
King’s College London","申请失败"
"普利茅斯大学","申请时无均分成绩","南安普顿大学
University of Southampton","申请成功"
"武汉大学","申请时无均分成绩","卡迪夫大学
Cardiff University","申请成功"
"朴次茅斯大学","申请时无海外学生成绩","曼彻斯特大学
The University of Manchester","申请成功"
"四川外国语大学","3.92","曼彻斯特大学
The University of Manchester","申请失败"
"北安普顿大学","申请时无均分成绩","伯明翰大学
University of Birmingham","申请失败"
"西南民族大学","83.49","格拉斯哥大学
University of Glasgow","申请失败"
"University of Washington, Seattle","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请失败"
"广东财经大学","2.41","阿德莱德大学
The University of Adelaide","申请成功"
"南威尔士大学","申请时无海外学生成绩","贝尔法斯特女王大学
Queen＇s University Belfast","申请成功"
"德蒙福特大学","申请时无合办项目成绩","约克大学
University of York","申请失败"
"中央兰开夏大学","申请时无海外学生成绩","杜伦大学
Durham University","申请成功"
"广东工业大学","3.73","伦敦大学金史密斯学院
Goldsmiths, University of London","申请成功"
"华东政法大学","3.14","伦敦大学玛丽皇后学院
Queen Mary, University of London","申请成功"
"西北师范大学附属中学","3.8","坎特伯雷大学
University of Canterbury","申请成功"
"郴州市第三中学","85","东英吉利大学
University of East Anglia","申请成功"
"湖北职业技术学院","80.3","纽卡斯尔大学
Newcastle University","申请成功"
"北京工业大学","2.84","谢菲尔德大学
The University of Sheffield","申请失败"
"长春师范大学","85.6","伦敦大学国王学院
King’s College London","申请成功"
"威尔士三一圣大卫大学","申请时无均分成绩","利物浦大学
University of Liverpool","申请成功"
"RUTGERS UNIVERSITY","3.37","伦敦大学国王学院
King’s College London","申请失败"
"广东工业大学","3.62","曼彻斯特大学
The University of Manchester","申请成功"
"同济大学","79.05","曼彻斯特大学
The University of Manchester","申请失败"
"Central China Normal University (CCNU)","申请时无均分成绩","伦敦大学国王学院
King’s College London","申请失败"
"深圳大学","3.38","纽卡斯尔大学
Newcastle University","申请失败"
"山东大学","89","伦敦大学国王学院
King’s College London","申请失败"
"武汉大学","77","利物浦大学
University of Liverpool","申请成功"
"世翰大学","申请时无海外学生成绩","曼彻斯特都会大学
Manchester Metropolitan University","申请成功"
"广州大学","88.1","利兹大学
University of Leeds","申请失败"
"中国传媒大学","79","巴斯大学
University of Bath","申请失败"
"朴次茅斯大学","55","莱斯特大学
University of Leicester","申请成功"
"普利茅斯大学","申请时无合办项目成绩","埃克塞特大学
University of Exeter","申请成功"
"中央民族大学","2.95","利兹大学
University of Leeds","申请失败"
"Central University of Finance and Economics","申请时无均分成绩","爱丁堡大学
The University of Edinburgh","申请成功"
"Capital University of Economics and Business","90.69","伦敦大学国王学院
King’s College London","申请成功"
"郑州工业应用技术学院","83.67","伦敦大学皇家霍洛威学院
Royal Holloway, University of London","申请成功"
"南京审计学院","85.11","埃克塞特大学
University of Exeter","申请成功"
"亚利桑那州立大学","3.5","伯明翰大学
University of Birmingham","申请失败"
"朴次茅斯大学","申请时无均分成绩","格拉斯哥大学
University of Glasgow","申请成功"
"江南大学Jiangnan University","2.35","利兹大学
University of Leeds","申请成功"
"广东工业大学","77.71","东英吉利大学
University of East Anglia","申请成功"
"天津商业大学宝德学院","80","奥克兰理工大学
Auckland University of Technology","申请成功"
"广东外语外贸大学南国商学院","75.45","基尔大学
Keele University","申请失败"
"南京晓庄学院","83.5","纽卡斯尔大学
Newcastle University","申请成功"
"四川大学锦江学院","87","布里斯托大学
University of Bristol","申请失败"
"大连理工大学","80","格拉斯哥大学
University of Glasgow","申请成功"
"暨南大学","3.3","澳大利亚国立大学
The Australian National University","申请成功"
"Shantou University","申请时无均分成绩","曼彻斯特大学
The University of Manchester","申请失败"
"首都经济贸易大学","3.2","曼彻斯特大学
The University of Manchester","申请成功"
